Source;Instance;BestObjective;Gap;Status;NExploredSolutions;OptimizationTime;OverallTime
2c_Hurink_rdata;13;806.9999999191999;0.4349442378616401;9;5910488.0;1800.00200009346;1801.4384367465973
2c_Hurink_rdata;14;1072.9999993205674;0.5188400872734859;9;1036692.0;1800.0169999599457;1805.5312299728394
2c_Hurink_rdata;15;937.9999999060957;0.5047566598095834;9;716375.0;1800.0199999809265;1801.4103989601135
2c_Hurink_rdata;16;1043.999999895488;0.5593415642375145;9;817211.0;1800.023999929428;1801.0864281654358
2c_Hurink_rdata;17;1075.9999997845302;0.5861942200222703;9;820167.0;1800.0009999275208;1801.1728706359863
2c_Hurink_rdata;18;1101.9999998896892;0.462794918276534;9;1439657.0;1800.0009999275208;1801.1728401184082
2c_Hurink_rdata;19;717.0;0.0;2;1847.0;4.764000177383423;6.482860088348389
2c_Hurink_rdata;20;646.0;0.0;2;1.0;0.621999979019165;0.7786707878112793
2c_Hurink_rdata;21;666.0;0.0;2;1074.0;3.2799999713897705;3.4366955757141113
2c_Hurink_rdata;22;700.0;0.0;2;3185.0;8.85700011253357;9.02913784980774
2c_Hurink_rdata;23;756.0;0.0;2;1580.0;2.140000104904175;2.3119630813598633
2c_Hurink_rdata;24;849.9999999148921;0.1564705881508341;9;1926209.0;1800.0169999599457;1800.3918027877808
2c_Hurink_rdata;25;781.9999999216999;0.13938618917214032;9;593875.0;1800.0169999599457;1801.4227771759033
2c_Hurink_rdata;26;904.9999999093989;0.26740331484378954;9;419107.0;1800.0659999847412;1800.9096863269806
2c_Hurink_rdata;27;840.9999999157992;0.15338882274520174;9;2439794.0;1800.0009999275208;1800.8860003948212
2c_Hurink_rdata;28;805.9999999193;0.08684863514430353;9;1156455.0;1800.0169999599457;1802.8131132125854
2c_Hurink_rdata;29;1101.9999998896974;0.3493647912234422;9;1004188.0;1800.0319998264313;1801.3759491443634
2c_Hurink_rdata;30;1206.9999998791984;0.37365368676415617;9;552953.0;1800.0329999923706;1802.1101529598236
2c_Hurink_rdata;31;1131.999999999985;0.33215547703179327;9;975760.0;1800.1510000228882;1801.682590007782
2c_Hurink_rdata;32;1054.9999999999989;0.31469194312796134;9;983871.0;1800.0169999599457;1802.032047510147
2c_Hurink_rdata;33;1143.9999997709926;0.2884615383191019;9;1254396.0;1800.0480000972748;1801.9539382457733
2c_Hurink_rdata;34;1617.9999998380413;0.5173053151556388;9;21046.0;1800.0929999351501;1803.076515674591
2c_Hurink_rdata;35;1801.9999998196993;0.5666324457127769;9;129549.0;1800.0950000286102;1801.7040073871613
2c_Hurink_rdata;36;1598.9999998399996;0.5478424014556939;9;287149.0;1800.1099998950958;1801.8367700576782
2c_Hurink_rdata;37;1613.9999998384972;0.5579780697157665;9;21602.0;1800.1879999637604;1802.20388174057
2c_Hurink_rdata;38;1658.999999833936;0.5412899336490821;9;98649.0;1800.1419999599457;1801.7196199893951
2c_Hurink_rdata;39;1023.0;0.0;2;25505.0;139.96799993515015;140.82646942138672
2c_Hurink_rdata;40;1095.9999999999927;0.058394160583935976;9;1975540.0;1800.0209999084473;1800.6467270851135
2c_Hurink_rdata;41;954.0;0.0;2;70964.0;166.5860002040863;168.63244652748108
2c_Hurink_rdata;42;1017.9999998980988;0.029469548036445022;9;452439.0;1800.0640001296997;1800.6886167526245
2c_Hurink_rdata;43;976.9999999021999;0.022517911877586623;9;853874.0;1800.0320000648499;1800.8135495185852
2c_Hurink_rdata;44;954.0;0.0;2;77583.0;35.02300000190735;35.47605347633362
2c_Hurink_rdata;45;806.9999999999983;0.0;2;251.0;1.5;1.6714863777160645
2c_Hurink_rdata;46;576.0;0.24305555555555713;9;371609.0;1800.082999944687;1801.160504579544
2c_Hurink_rdata;47;580.9999999417912;0.21525429613551553;9;195490.0;1800.0639998912811;1801.4696805477142
2c_Hurink_rdata;48;576.0;0.1406250000000002;9;748633.0;1800.0629999637604;1801.4071636199951
2c_Hurink_rdata;49;5067.999999493093;0.29459352794838684;9;11731526.0;1800.0009999275208;1800.9697971343994
2c_Hurink_rdata;50;5987.9999994011;0.3610554441578717;9;12003964.0;1800.0009999275208;1806.6715877056122
2c_Hurink_rdata;51;5654.0;0.2941280509373895;9;10784747.0;1800.0009999275208;1808.0306351184845
2c_Hurink_rdata;52;6526.999999347199;0.3244982380203818;9;4868422.0;1800.0010001659393;1807.2651987075806
2c_Hurink_rdata;53;5651.999999434699;0.11712668073264523;9;10833652.0;1800.0010001659393;1803.500453710556
2c_Hurink_rdata;54;6146.99999938517;0.0;2;1086.0;2.078000068664551;6.764044523239136
2c_Hurink_rdata;55;4425.0;0.0;2;6804.0;1.687000036239624;1.7495911121368408
2c_Hurink_rdata;56;5692.0;0.0;2;9838.0;12.168999910354614;12.247138500213623
2c_Hurink_rdata;57;745.9999999999992;0.0;2;1148.0;3.187000036239624;3.3585903644561768
2c_Hurink_rdata;58;696.0;0.0;2;7459.0;11.309999942779541;11.481693744659424
2c_Hurink_rdata;59;712.0;0.0;2;11960.0;11.684999942779541;11.856603622436523
2c_Hurink_rdata;60;753.0;0.0;2;1054.0;3.687000036239624;3.842884063720703
2c_Hurink_rdata;61;638.9999999359994;0.0;2;9620.0;12.045000076293945;12.20027470588684
2c_Hurink_rdata;62;754.0;0.0;2;4098.0;9.154000043869019;9.325944900512695
2c_Hurink_rdata;63;302.0;0.0;2;66348.0;57.032999992370605;57.221004247665405
2c_Hurink_rdata;64;639.0;0.0;2;50245.0;57.56500005722046;57.752129793167114
2c_Hurink_rdata;65;693.9999999999984;0.0;2;994.0;2.015000104904175;2.186988115310669
2c_Hurink_rdata;66;742.0;0.0;2;93323.0;61.18899989128113;61.345041036605835
2d_Hurink_vdata;1;47.0;0.0;2;1.0;0.031999826431274414;0.10934948921203613
2d_Hurink_vdata;2;655.0;0.0;2;1.0;2.952000141143799;3.6085312366485596
2d_Hurink_vdata;3;1029.9999998968979;0.6242718446225842;9;1540961.0;1800.0159997940063;1800.5158398151398
2d_Hurink_vdata;4;570.9999999427981;0.2767075305755277;9;7375403.0;1800.0009999275208;1801.9226965904236
2d_Hurink_vdata;5;529.9999999468994;0.2566037735104249;9;7929423.0;1800.00200009346;1805.3281526565552
2d_Hurink_vdata;6;477.9999999520999;0.2635983262860383;9;7894261.0;1800.0009999275208;1805.3437724113464
2d_Hurink_vdata;7;502.99999994960046;0.24379694382037173;9;2286475.0;1800.016000032425;1804.8438885211945
2d_Hurink_vdata;8;458.99999995399435;0.17211328967736936;9;8589474.0;1800.0010001659393;1801.5477833747864
2d_Hurink_vdata;9;800.9999999197978;0.4494382021920674;9;3179626.0;1800.0009999275208;1804.781408071518
2d_Hurink_vdata;10;752.9999999245994;0.4648074368654002;9;4865596.0;1800.00200009346;1803.187996149063
2d_Hurink_vdata;11;766.9999999231999;0.5189048239413975;9;3002061.0;1800.00200009346;1804.8438549041748
2d_Hurink_vdata;12;855.9999999142995;0.5338785046262303;9;3104856.0;1800.0010001659393;1803.20361495018
2d_Hurink_vdata;13;805.9999999192969;0.45037220838169145;9;2915399.0;1800.0010001659393;1803.2973759174347
2d_Hurink_vdata;14;1073.9999998924961;0.6145251396262197;9;1477323.0;1800.0019998550415;1803.391104221344
2d_Hurink_vdata;15;940.9999998115976;0.566418703420098;9;1702719.0;1800.0169999599457;1802.1413974761963
2d_Hurink_vdata;16;1043.9999998954997;0.6206896551344463;9;1670345.0;1800.00200009346;1802.3756852149963
2d_Hurink_vdata;17;1072.9999998925828;0.5871388629596007;9;1871923.0;1800.0169999599457;1802.360104560852
2d_Hurink_vdata;18;1090.9999998907997;0.6425297891484547;9;1626478.0;1800.0169999599457;1802.5319290161133
2d_Hurink_vdata;19;716.9999999999994;0.0;2;1.0;2.0929999351501465;4.780136823654175
2d_Hurink_vdata;20;645.9999999999998;0.0;2;1.0;2.4210000038146973;3.1711041927337646
2d_Hurink_vdata;21;662.9999999999995;0.0;2;1.0;1.6710000038146973;2.4213106632232666
2d_Hurink_vdata;22;616.9999999999999;0.0;2;387.0;11.184999942779541;11.95033311843872
2d_Hurink_vdata;23;755.9999999999994;0.0;2;1.0;2.687000036239624;3.467942237854004
2d_Hurink_vdata;24;834.9999999163999;0.14131736518349114;9;411146.0;1800.1890001296997;1801.9226636886597
2d_Hurink_vdata;25;755.9999999242746;0.18121693113491796;9;387934.0;1800.0479998588562;1802.1726348400116
2d_Hurink_vdata;26;863.9999999999935;0.25925925925925464;9;386488.0;1800.0789999961853;1801.9539086818695
2d_Hurink_vdata;27;819.9999999999941;0.1414634146341411;9;353611.0;1800.0789999961853;1802.4382004737854
2d_Hurink_vdata;28;795.9999999999993;0.09170854271356721;9;300762.0;1800.0649998188019;1801.8770809173584
