Source;Instance;Runtime;Function-Evaluations;Generations;Restarts;Best-Fitness;Adjustable
--------------------------------------------------------
20% ELITISM, TOURNAMENT SELECTION
--------------------------------------------------------
6_Fattahi;10;0.10009551048278809;1565;78;0;516;False
6_Fattahi;10;0.02724766731262207;25;1;0;516;False
6_Fattahi;10;0.047042131423950195;405;20;0;516;False
6_Fattahi;10;0.07506752014160156;1045;52;0;516;False
6_Fattahi;10;0.061055660247802734;805;40;0;516;False
6_Fattahi;10;0.06606054306030273;885;44;0;516;False
6_Fattahi;10;0.027871370315551758;45;2;0;516;False
6_Fattahi;15;26.765589237213135;86110;700;5;514;True
6_Fattahi;15;1.8091089725494385;9805;276;2;514;True
6_Fattahi;15;8.24967098236084;45220;690;3;514;True
6_Fattahi;15;13.820363521575928;50815;553;4;514;True
6_Fattahi;15;29.158469915390015;99590;662;5;514;True
6_Fattahi;15;19.9306218624115;91835;933;4;514;True
6_Fattahi;15;79.01958131790161;254835;1079;8;514;True
6_Fattahi;15;15.78592586517334;64395;769;4;514;True
6_Fattahi;15;96.27465844154358;313730;1348;9;514;True
6_Fattahi;15;61.56033492088318;204100;1109;7;514;True
6_Fattahi;15;126.10557770729065;384760;1508;11;514;True
6_Fattahi;15;93.37194561958313;295470;1253;9;514;True
6_Fattahi;15;28.581650495529175;97930;767;5;514;True
6_Fattahi;15;14.136272192001343;53735;655;4;514;True
6_Fattahi;15;266.04162430763245;777165;2623;18;514;True
6_Fattahi;15;73.039391040802;222015;1087;8;514;True
6_Fattahi;15;13.763420820236206;50435;559;4;514;True
6_Fattahi;15;6.590616941452026;34100;610;3;514;True
6_Fattahi;15;15.631606817245483;62895;737;4;514;True
